id,name,role,profession,family,p_index,year
155,a-ab-ba-ba-aš-ti,"['', '', '', '', '']",,"['', '', '', '', '']","['102714', '128927', '210090', '106365', '104637']","['75.1101', '76.0000', '76.0806', '77.1000', '81.1000']"
156,a-ab-ba-bi,"['', ""['intermediary']"", '']",,"['', '', '']","['131573', '113325', '113325']","['60.0000', '68.0000', '68.0000']"
157,a-ab-ba-mu,"['', ""['intermediary']"", '', ""['intermediary']"", '', '']",,"['', '', '', '', '', '']","['124939', '117285', '124660', '144303', '125752', '332331']","['', '64.0100', '74.0500', '74.1000', '76.0903', '80.0404']"
158,a-ab-ba-ni,"['', '', '', '']",,"['', '', '', '']","['123337', '128932', '201377', '235233']","['', '', '', '']"
159,a-ab-ba-ta,"[""['source']"", ""['source']""]",,"['', '']","['115537', '122201']","['60.0100', '64.0200']"
160,a-ab-ba,"[""['intermediary']"", '']",,"['', '']","['124442', '125660']","['64.0100', '76.0113']"
161,a-ad-da-a,"['', '']",,"['', '']","['127764', '125909']","['85.0718', '85.1017']"
162,a-al-la,"['', '']",,"['', '']","['201204', '212196']","['', '']"
163,a-al-la-mu,"['', '', '', '', ""['intermediary']"", ""['recipient']"", '', '', '', '', ""['recipient']"", ""['intermediary']"", ""['intermediary']"", ""['recipient']"", '', '', ""['intermediary']"", ""['intermediary']"", '', '', '', '', ""['intermediary']"", '']",,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['104220', '131661', '429953', '212262', '117230', '212174', '131595', '106238', '117342', '129514', '129514', '218234', '249018', '303361', '131568', '102897', '128190', '117195', '104513', '104513', '134964', '134743', '125031', '118510']","['', '', '', '', '71.0600', '72.1000', '73.0512', '74.1000', '74.1000', '74.1000', '74.1000', '75.0100', '76.1200', '77.0605', '77.0900', '77.1100', '77.1200', '81.1200', '82.0100', '82.0100', '83.1200', '84.0822', '85.0900', '85.1021']"
164,a-al-la-mu-ta,"[""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']""]",,"['', '', '', '', '', '', '', '']","['104307', '101457', '129511', '131568', '115525', '125663', '106383', '131637']","['', '72.1013', '73.0214', '77.0900', '77.1200', '78.0500', '82.0725', '86.1000']"
165,a-an-na,"['', '', '', '']",,"['', '', '', '']","['430394', '430396', '125905', '124205']","['', '', '74.0807', '74.0816']"
166,a-an-na-ti,"['', '']",,"['', '']","['124603', '118506']","['', '78.0300']"
167,a-ba-al-la,"['', '', '']",,"['', '', '']","['248989', '128029', '118348']","['', '66.0000', '80.0700']"
168,a-ba-al-la-ka,"['', '']",,"['', '']","['118355', '143064']","['80.0800', '85.1100']"
169,a-ba-al-la-ta,"['', '']",,"['', '']","['117608', '131601']","['', '85.0000']"
170,a-ba-{d}en-[lil₂-gin₇-ta],"[""['source']"", ""['source']""]",,"['', '']","['407244', '115597']","['85.0600', '86.1212']"
171,a-ba-{d}en-lil₂-gin₇,"['', ""['source']"", ""['source']"", ""['source']"", ""['source']"", '', '', '', ""['intermediary']"", '', ""['intermediary']"", '', '', '', '', '', '', ""['intermediary']"", ""['source']"", '', '', '', '', '', ""['intermediary']"", ""['recipient']"", '', ""['recipient']"", ""['intermediary']"", ""['intermediary']"", ""['intermediary']"", ""['intermediary']"", ""['intermediary']"", ""['intermediary']""]",,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'dumu giri₃-ni', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['103818', '108663', '108686', '112773', '115836', '117201', '124592', '128022', '141794', '143966', '320500', '429954', '106153', '122791', '101363', '123434', '105887', '125794', '145114', '212040', '101016', '406802', '235971', '129490', '104694', '303373', '116211', '108667', '124401', '105216', '112452', '125726', '368383', '303755']","['', '', '', '', '', '', '', '', '', '', '', '', '54.0100', '57.0700', '59.0204', '66.0800', '70.0727', '71.0500', '75.0000', '76.0923', '81.1207', '82.0000', '83.0423', '83.0614', '84.0021', '84.0704', '85.0219', '85.1000', '86.0122', '86.0913', '86.0914', '86.0914', '86.0921', '86.1129']"
172,a-ba-{d}en-lil₂-gin₇-ta,"[""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", '', ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", '', ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']"", ""['source']""]",,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['125931', '390783', '106283', '129485', '104141', '129390', '101761', '135017', '135121', '110479', '103005', '107953', '101016', '107959', '131607', '145839', '303602', '134073', '126570', '210636', '145047', '212265', '125884', '106782', '126033', '210529', '211858', '291352', '112451', '104673', '104619', '134953', '201037', '109209', '134906', '101340', '104287', '125725', '126125', '201090', '106869', '115594', '125979', '330639', '104288', '106271', '112970', '102341', '104298', '125590', '101019', '390858', '103595', '104248', '114351', '117181', '145119', '106405', '142041', '135122', '145118', '124576', '117317', '390740', '125778', '126274', '103693', '106410', '114352', '106409', '106415', '104303']","['', '', '74.0219', '81.0200', '81.0400', '81.0400', '81.0424', '81.0427', '81.0629', '81.0900', '81.1200', '81.1200', '81.1207', '82.0000', '82.0100', '82.0108', '82.0404', '82.0416', '82.0417', '82.0622', '82.0800', '83.0000', '83.0115', '83.0121', '83.0129', '83.0709', '83.1020', '84.0100', '84.0107', '84.0402', '84.0418', '84.0700', '84.0700', '84.0900', '84.0900', '84.1000', '84.1000', '84.1000', '84.1000', '84.1000', '84.1010', '84.1013', '84.1021', '84.1024', '84.1100', '84.1100', '84.1103', '84.1200', '85.0129', '85.0200', '85.0500', '85.0500', '85.0527', '85.0600', '85.0622', '85.0700', '85.0721', '85.1000', '85.1000', '85.1014', '85.1028', '85.1120', '85.1200', '86.1011', '86.1022', '86.1103', '86.1200', '86.1201', '86.1206', '86.1208', '86.1215', '86.1225']"
173,a-ba-{d}en-lil₂-gin₇,"[""['intermediary']"", ""['intermediary']"", ""['intermediary']""]",ragaba[rider],"['', '', '']","['126142', '126142', '126142']","['68.0100', '68.0100', '68.0100']"
174,a-ba-{d}en-lil₂-gin₇?-ta,"[""['source']"", ""['source']""]",,"['', '']","['201168', '201156']","['84.0600', '84.0900']"
175,a-bi-a-bi-ih,"['', ""['intermediary']""]",,"['', '']","['392635', '129473']","['60.0600', '72.1010']"
176,a-bi₂-[a],"['', '']",,"['', '']","['126395', '303359']","['', '']"
177,a-bi₂-a,"['', '', '', '', '', '']",,"['', '', 'dumu gal-la-a', '', '', '']","['430107', '430437', '125887', '291188', '291188', '115597']","['', '', '59.0300', '74.0300', '74.0300', '86.1212']"
178,a-bi₂-a-bi-ih,"['', '', '', ""['representative']""]",,"['', '', '', '']","['136231', '102016', '107844', '103052']","['70.0919', '70.0920', '71.0818', '72.1201']"
179,a-bi₂-a-bi-ih,"[""['representative']"", ""['intermediary']"", ""['intermediary']""]",šagia[cup-bearer],"['', '', '']","['212040', '127833', '131641']","['76.0923', '77.0110', '78.0302']"
180,a-bi₂-a-mu-ti,"['', '']",MAR.TU[westerner],"['', '']","['135031', '135031']","['64.0805', '64.0805']"
181,a-bi₂-du₁₀-ta,"[""['source']"", ""['source']"", ""['source']""]",,"['', '', '']","['104053', '104121', '104338']","['61.0300', '63.1100', '77.0124']"
182,a-bi₂-du₁₀,"[""['recipient']"", ""['intermediary']"", '', ""['representative']""]",,"['', '', '', '']","['116223', '123350', '131588', '108678']","['60.1230', '62.0500', '63.1230', '85.1204']"
183,a-bi₂-e₂,"[""['intermediary']"", ""['intermediary']"", ""['intermediary']""]",,"['', '', '']","['100329', '107420', '107420']","['74.0600', '74.0821', '74.0821']"
184,a-bi₂-si₂-im-[ti],"['', '', ""['intermediary']""]",,"['', '', '']","['126617', '105196', '200528']","['70.0200', '76.0210', '78.0306']"
185,a-bi₂-si₂-im-ti,"[""['intermediary']"", '', ""['intermediary']"", '', '', '', ""['intermediary']"", '', '', '', '', ""['intermediary']"", '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', ""['intermediary']"", '', '', '', '', '', '', '', ""['intermediary']"", '', '', '', ""['intermediary']"", '', ""['intermediary']"", '', '', '', ""['intermediary']"", '', ""['intermediary']"", '', '', '', '', '', '', '', ""['intermediary']"", '', ""['intermediary']"", ""['representative']"", '', '', '', '', ""['intermediary']"", ""['intermediary']"", '']",,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['102164', '103244', '117323', '144312', '200381', '248681', '303686', '429950', '433582', '103970', '102956', '143893', '130512', '292620', '123742', '143959', '103917', '131097', '142569', '407496', '212162', '126770', '123778', '133933', '134700', '109650', '142964', '406809', '124001', '124013', '416441', '321024', '212047', '124461', '111905', '122669', '116159', '131883', '144114', '135079', '407062', '112529', '123757', '124488', '332368', '118478', '105971', '106210', '126480', '102197', '332106', '108736', '144289', '136263', '122782', '122171', '124286', '130516', '134890', '136229', '200532', '125995', '122895', '134715', '145829', '125886', '106021', '126376', '134689', '131070', '142645', '106365', '115912', '104839', '125685', '129705', '128623', '102878', '105202', '433568', '100986', '106148', '103324', '200513', '107955', '102021', '125847', '142414', '101225', '103988', '116870', '101403', '102022']","['', '', '', '', '', '', '', '', '', '67.0101', '67.1102', '68.0101', '68.0500', '68.1100', '69.0200', '69.0900', '69.1125', '69.1126', '70.0302', '70.0326', '70.0900', '70.0926', '70.1026', '70.1101', '71.0100', '71.0125', '71.0200', '71.0725', '71.0911', '71.0923', '71.0926', '71.1100', '71.1125', '72.0216', '72.0300', '72.0325', '72.0426', '72.0526', '72.0913', '72.1025', '72.1124', '72.1225', '73.0326', '73.0526', '73.1219', '74.0000', '74.0226', '74.0226', '74.0426', '74.0525', '74.0525', '74.0627', '74.0627', '74.0726', '74.0727', '74.0818', '74.0900', '74.0909', '74.0918', '74.0926', '75.0000', '75.0226', '75.0315', '75.0526', '75.0900', '76.0224', '76.0429', '76.0805', '76.1212', '77.0000', '77.0327', '77.1000', '77.1002', '77.1124', '78.1210', '79.0300', '79.0506', '79.0925', '79.1227', '80.1000', '81.0914', '82.0608', '82.0614', '82.0700', '82.0718', '82.0909', '82.1006', '83.0226', '83.0900', '84.0325', '84.0503', '84.1001', '84.1217']"
186,a-bi₂-si₂-im-ti,"[""['intermediary']"", '']",nin[lady],"['', '']","['332035', '332035']","['79.0700', '79.0700']"
187,a-bu-bu,"[""['intermediary']"", ""['intermediary']"", ""['intermediary']"", ""['intermediary']"", ""['intermediary']""]",,"['', '', '', '', '']","['107741', '248739', '124959', '127615', '126584']","['67.0425', '67.0500', '68.0524', '70.0100', '70.0919']"
188,a-bu-du₁₀,"['', '', '', '', '', '', '', '', ""['recipient']"", '', ""['intermediary']"", ""['intermediary']""]",,"['', '', '', '', '', '', '', '', '', '', '', '']","['104135', '131586', '134698', '332286', '416202', '103969', '115394', '129516', '104520', '126004', '118550', '127840']","['', '', '', '', '', '65.0800', '69.0000', '75.0000', '75.0500', '83.0713', '84.1000', '85.1200']"
189,a-bu-du₁₀,"[""['intermediary']"", '', '', '', '', '', '', '', '']",lu[person],"['', '', '', '', '', '', '', '', '']","['134759', '134691', '104507', '125983', '105197', '200528', '128649', '100987', '100986']","['63.0717', '76.0317', '76.0401', '76.0418', '76.0621', '78.0306', '81.0000', '81.0020', '81.0914']"
190,a-bu-ni,"['', '', '']",šakkanak[general],"['', '', '']","['103121', '106180', '134756']","['', '68.0303', '86.0800']"
191,a-bu-ni,"['', '', '', '', '', ""['intermediary']"", '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', ""['intermediary']"", '', '', '', '', '', '', '', '', ""['intermediary']"", '', '', ""['source']"", '']",,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['106090', '107622', '123488', '123621', '136225', '106127', '145571', '124798', '131620', '104777', '107741', '117468', '126312', '112171', '127615', '103707', '105887', '116227', '143974', '126770', '124973', '117621', '123816', '142404', '235935', '117198', '114068', '122131', '122167', '117231', '131594', '135153', '129432', '144267', '340515', '107887', '292556', '106270']","['', '', '', '', '', '62.0300', '64.1221', '66.0803', '66.1125', '67.0313', '67.0425', '67.0527', '68.0101', '68.0304', '70.0100', '70.0509', '70.0727', '70.0900', '70.0925', '70.0926', '70.1229', '71.0126', '71.0426', '71.0526', '71.0609', '71.0725', '71.0825', '71.0828', '71.0924', '71.1008', '71.1009', '72.0900', '72.1000', '73.0000', '73.0410', '74.0100', '75.0000', '84.1100']"
192,a-bu-um-dingir,"[""['intermediary']"", '', '', ""['source']"", '', '', '', '', '', '', ""['intermediary']"", ""['intermediary']""]",,"['', '', '', '', '', '', '', '', '', '', '', '']","['117204', '201505', '123697', '125766', '416199', '320503', '108676', '108676', '126706', '136301', '116171', '131637']","['', '', '18.0824', '64.0315', '65.0100', '75.0315', '77.0000', '77.0000', '77.1105', '78.0000', '81.0500', '86.1000']"
193,a-bu-um-dingir-ma,"['', '']",,"['', '']","['430108', '104517']","['', '86.0100']"
194,a-da-[...],"['', '', ""['intermediary']""]",,"['', '', '']","['100977', '116800', '115597']","['66.0719', '74.0500', '86.1212']"
195,a-da-[lal₃],"['', '']",,"['', '']","['104590', '200999']","['', '61.0500']"
196,a-da-a,"['', '', '', '', '', '', '']",,"['', '', '', '', '', '', '']","['103843', '108690', '117288', '123301', '430369', '332401', '104030']","['', '', '', '', '', '', '72.0329']"
197,a-da-gal,"['', '', '', '', '', '', '', '', '']",,"['', '', '', '', '', '', '', '', '']","['103497', '106307', '107567', '118380', '126313', '134795', '125511', '100983', '117245']","['', '', '', '', '', '', '61.0310', '71.1201', '74.1005']"
